0.88,0.44,3.7541
0.46,0.4,2.2569
0.36,0.73,2.9462
0.21,0.44,1.7512
0.06,0.83,2.4422
0.81,0.78,4.906
0.38,0.72,3.0123
0.76,0.83,4.8572
0.58,0.21,2.2023
0.94,0.54,4.351
0.23,0.17,1.5131
0.25,0.99,3.4109
0.99,0.19,3.2679
0.77,0.82,4.9216
0.3,0.44,2.0436
0.11,0.02,1.1068
0.76,0.58,3.8632
0.01,0.81,2.2868
0.53,0.17,2.1261
0.28,0.69,2.6744
0.73,0.09,2.3699
0.29,0.59,2.3896
0.81,0.64,4.3201
0.98,0.22,3.227
0.54,0.91,4.2745
0.74,0.86,4.9741
0.77,0.6,3.8928
0.01,0.95,2.6848
0.93,0.12,2.8284
0.78,0.48,3.5606
0.91,0.21,3.0428
0.17,0.98,3.1617
0.7,0.88,4.955
0.54,0.9,4.2424
0.45,0.75,3.2883
0.15,0.19,1.3514
0.09,0.12,1.2099
0.1,0.28,1.5302
0.67,0.47,3.1675
0,0.39,1.4142
0.13,0.73,2.4727
0.55,0.08,1.9287
0.53,0.24,2.1588
0.14,0.24,1.4796
0.58,0.58,3.1711
0,0.36,1.4316
0.33,0.18,1.6545
0.13,0.09,1.3426
0.06,0.72,2.1433
0.58,0.4,2.6201
0.64,0.25,2.3457
0.58,0.29,2.4072
0.65,0.29,2.5436
0.8,0.22,2.7548
0.75,0.74,4.4348
0.63,0.97,4.9141
0.23,0.66,2.3911
0.63,0.28,2.5556
0.98,0.82,6.0285
0.11,0.22,1.3334
0.14,0.09,1.1707
0.12,0.91,2.8258
0.1,0.9,2.7713
0.19,0.88,2.9057
0.63,0.64,3.5546
0.65,0.11,2.0994
0.39,0.93,3.7107
0.09,0.77,2.3722
1,0.09,2.9989
0.55,0.06,1.8813
0.88,0.03,2.4515
0.01,0.2,1.1527
0.64,0.1,2.1249
0.01,0.38,1.5322
0.54,0.11,1.9281
0.84,0.94,5.9712
1,0.12,3.152
0.13,0.32,1.6108
0.65,0.12,2.0776
0.42,0.38,2.3047
0.93,0.01,2.6735
0.71,0.67,3.9012
0.48,0.57,2.9655
0.28,0.99,3.618
0.43,0.61,2.9541
0.14,0.04,1.233
0.06,0.23,1.253
0.18,0.11,1.2782
0.08,0.44,1.6454
0.9,0.9,6.0191
0.68,0.18,2.4004
0.07,0.43,1.7487
0.92,0.72,5.1184
0.05,0.9,2.5971
0.32,0.92,3.4294
0.96,0.52,4.3718
0.54,0.45,2.7384
0.23,0.64,2.3556
0.94,0.93,6.4816
0.24,0.97,3.3835
0.04,0.88,2.4848
0.2,0.18,1.5264
0.62,0.42,2.7966
0.43,0.02,1.5444
0.81,0.73,4.6939
0.73,0.68,4.0888
0.34,0.99,3.8464
0.03,0.44,1.5579
0,0.28,1.3855
0.08,0.41,1.672
0.13,0.35,1.6273
0.99,0.88,6.5724
0.7,0.29,2.6433
0.77,0.04,2.181
0.65,0.69,3.8608
0.28,0.06,1.4189
0.75,0.14,2.4439
0.63,0.63,3.4258
0.95,0.24,3.3514
0.33,0.59,2.4895
0.58,0.63,3.2431
0.06,0.43,1.6201
0.76,0.76,4.5444
0.25,0.16,1.5692
0.4,0.91,3.651
0.45,0.47,2.577
0.11,0.13,1.248
0.67,0.61,3.613
0.86,0.16,2.7385
0.04,0.84,2.3626
0.61,0.85,4.3047
0.97,0.36,3.8468
0.56,0.61,3.2038
0.88,0.92,6.1571
0.41,0.65,2.8111
0.29,0.66,2.7126
0.8,0.37,3.2101
0.01,0.63,1.9456
0.35,0.13,1.5682
0.58,0.3,2.4315
0.01,0.12,1.0412
0.17,0.82,2.7725
0.92,0.28,3.3912
0.41,0.69,3.0533
0.99,0.68,5.2615
0.69,0.77,4.2339
0.58,0.8,3.9331
0.23,0.39,1.803
0.32,0.01,1.3858
0.22,0.85,2.9272
0.18,0.28,1.5778
0.53,0.83,3.9818
0.43,0.39,2.3431
0.24,0.44,1.8544
0.64,0.4,2.8642
0.07,0.35,1.5163
0.82,0.11,2.4766
0.55,0.7,3.5522
0.8,0.88,5.3119
0.7,0.68,3.942
0.29,0.89,3.2259
0.9,0.78,5.3197
0.94,0.75,5.5016
0.56,0.57,3.1968
0.65,0.82,4.4059
0.35,0.15,1.5603
0.79,0.42,3.4183
0.01,0.4,1.5476
0.05,0.76,2.1877
0.18,0.01,1.1362
0.34,0.52,2.4401
0.94,0.53,4.2751
0.38,0.18,1.7187
0.34,0.11,1.5221
0.69,0.51,3.2841
0.89,1,6.6791
0.73,0.97,5.4339
0.55,0.1,1.8802
0.31,0.94,3.5109
0.3,0.99,3.5601
1,0.72,5.554
0.49,0,1.6311
0.53,0.4,2.5176
0.85,0.75,4.899
0.11,0.29,1.3754
0.77,0.25,2.6942
0.76,0.96,5.6905
0.83,0.38,3.3064
0.15,0.61,2.1453
0.19,0.53,2.0393
0.24,0.02,1.2977
0.71,0.16,2.3485
0.03,0.59,1.8733
0.59,0.19,2.1608
0.78,0.68,4.3111
0.48,0.49,2.6156
0.05,0.71,2.1647
0.36,0.71,2.9374
0.01,0.23,1.3009
0.84,0.11,2.4964
0.87,0.26,3.1372
0.47,0.41,2.3714
0.54,0.57,3.056
0.45,0.14,1.8706
0.67,0,1.9518
0.59,0.98,4.8257
0.23,0.26,1.6215
0.79,0.82,5.1005
0.86,0.26,3.0749
0.48,0.85,3.7719
0.87,0.87,5.7004
0.03,0.87,2.4917
0.89,0.67,4.7655
0.61,0.16,2.1294
0.41,0.89,3.6926
0.69,0.22,2.476
0.85,0.16,2.6285
0.12,0.93,2.7782
0.2,0.36,1.6877
0.2,0.64,2.3517
0.53,0.29,2.1977
0.96,0.95,6.763
0.39,0.2,1.6769
0.19,0.36,1.729
0.41,0.26,1.9349
0.76,0.85,5.0315
0.56,0.58,3.1965
0.58,0.04,1.8613
0.15,0.98,3.2108
0.43,0.59,2.7189
0.96,0.87,6.2413
0.67,0.89,4.7631
0.11,0.31,1.5106
0.88,0.83,5.5355
0.3,0.7,2.6715
0.19,0.35,1.733
0.4,0.32,1.9696
0.16,0.43,1.8294
0.89,0.56,4.2381
0.12,0.99,3.0805
0.71,0.98,5.443
0.06,0.04,1.1668
0.49,0.98,4.2761
0.69,0.86,4.7684
0.6,0.94,4.6765
0.27,0.73,2.6028
0.92,0.06,2.5917
0.11,0.72,2.2647
0.42,0.41,2.3252
0.4,1,4.0817
0.37,0.02,1.4942
0.93,0.43,3.8534
0,0.37,1.4481
0.18,0.55,2.1023
0.53,0.1,1.9144
0.02,0.97,2.6907
0.05,0.22,1.2627
0.81,0.16,2.6358
0.95,0.9,6.2698
0.81,0.53,3.7465
0.48,0.27,2.1415
0.45,0.77,3.3705
0.39,0.94,3.7827
0.28,0.6,2.4568
0.28,0.86,3.1006
0.42,0.19,1.7416
0.45,0.52,2.5923
0.46,0.28,2.0761
0.93,0.74,5.2715
0.68,0.31,2.7705
0.02,0.27,1.3807
0.96,0.02,2.6659
0.02,0.75,2.1478
0.82,0.69,4.5573
0.66,0.25,2.4396
0.87,0.02,2.4909
0.74,0.26,2.6331
0.3,0.2,1.6343
0.91,0.8,5.6182
0.63,0.55,3.2827
0,0.16,1.2249
0.71,0.02,2.1712
0.45,0.67,3.0651
0.62,0.93,4.7594
0.88,0.34,3.5293
0.78,0.06,2.2706
0.61,0.37,2.6755
0.31,0.37,1.9546
0.67,0.36,2.7954
0.68,0.13,2.1891
0.99,0.59,4.8935
0,0,0.92348
0.27,0.84,3.0876
0.02,0.83,2.2644
0.74,0.4,3.1414
0.08,0.21,1.3189
0.86,0.21,2.8044
0.58,0.45,2.794
0.48,0.65,3.0446
0.84,0.07,2.4057
0.66,0.53,3.3215
0.02,0.05,1.2326
0.97,0.16,3.0701
0.55,0.98,4.709
0,0.14,1.1537
0.89,0.28,3.2706
0.65,0.32,2.7174
0,0.6,1.7399
0.26,0.21,1.6479
1,0.08,2.9669
0.78,0.95,5.6273
0.69,0.34,2.7066
0.39,0.85,3.4359
0.2,0.03,1.336
0.82,0.31,3.1353
0.75,0.93,5.3682
0.78,0.37,3.1501
0.21,0.65,2.3915
0.45,0.02,1.5761
0.69,0.5,3.3164
0.92,0.65,4.7843
0.1,0.71,2.2565
0.48,0.26,2.2045
0.38,0.34,2.0581
0.28,0.18,1.6459
0.55,0.13,1.9301
0.68,0.24,2.5275
0.87,0.22,2.8882
0.42,0.52,2.4745
0.72,0.77,4.5238
0.56,0.15,2.1269
0.49,0.68,3.2156
0.77,0.88,5.338
0.87,0.5,3.8549
0.33,0.68,2.8263
0.89,0.79,5.2854
0.04,0.11,1.2031
0.12,0.24,1.477
0,0.44,1.6018
0.14,0.66,2.1786
0.33,0.32,1.9507
0.42,0.89,3.6177
0.38,0.35,2.1841
0.98,0.44,4.132
0.63,0.23,2.386
0.08,0.45,1.6877
0.4,0.8,3.294
0.38,0.75,3.0508
0.71,0.36,2.7304
0.92,0.02,2.4727
0.02,0.87,2.4736
0.53,0.56,2.9498
0.35,0.07,1.4902
0.54,0.84,4.077
0.39,0.56,2.5409
0.06,0.55,1.7982
0.45,0.57,2.7212
0.45,0.34,2.1844
0.12,0.02,1.2254
0.83,0.93,5.7735
0.44,0.79,3.3872
0.91,0.85,5.7873
0.28,0,1.3413
0.64,0.68,3.7284
0.18,1,3.2887
0.95,0.04,2.6116
0,0.66,1.9263
0.94,0.32,3.5191
0.71,0.91,5.0625
0.86,0.45,3.7354
0.04,0.85,2.4429
0.36,0.7,2.9917
0.74,0.06,2.1743
0.99,0.13,2.98
0.24,0.1,1.459
0.97,0.66,4.9975
0.13,0.47,1.8284
0.58,0.12,2.087
0.28,0.53,2.3676
0.31,0.7,2.7392
0.32,0.25,1.8221
0.28,0.85,3.2333
0.91,0.62,4.6801
0.14,0.08,1.2294
0.5,0.79,3.6016
0.89,0.57,4.3811
0.47,0.47,2.6458
0.33,0.02,1.4602
0.36,0.27,1.895
0.06,0.88,2.4784
0.44,0.2,1.9845
0.23,0.04,1.3951
0.04,0.9,2.5332
0.56,0.4,2.6063
0.84,0.19,2.7715
0.2,0.25,1.6328
0.37,0.97,3.7237
0.36,0.95,3.7045
0.87,1,6.4499
0.12,1,3.087
0.65,0.7,3.8359
0.62,0.82,4.2131
0.3,0.16,1.5694
0.19,0.72,2.5025
0.72,0.87,4.8631
0.6,0.03,1.9604
0.71,0.05,2.2075
0.7,0.97,5.3355
0.64,0.86,4.5233
1,0.77,5.928
0.92,0.07,2.7258
0.84,0.22,2.968
0.66,0.8,4.3452
0.03,0.09,1.074
0.44,0.14,1.7904
0.62,0.94,4.6732
0.96,0.84,5.9714
0.47,0.27,2.1029
0.84,0.34,3.2572
0.41,0.76,3.1889
0.65,0.92,4.8698
0.71,0.93,5.1266
0.09,0.06,1.1206
0.16,0.8,2.5859
0.15,0.2,1.4484
0.42,0.45,2.3428
0.45,0.91,3.7808
0.95,0.5,4.234
0.41,0.99,4.0355
0.52,0.67,3.1983
0.38,0.86,3.4871
0.54,0.98,4.5974
0.68,0.09,2.2014
0.8,0.8,4.9389
0.21,0.64,2.2679
0.41,0.2,1.8188
0.28,0.05,1.4382
0.07,0.45,1.6832
0.42,0.3,2.1024
0.36,0.75,3.0416
0.34,0.48,2.2788
0.98,0.4,4.0078
0.35,0.33,2.0155
0.76,0.37,3.0605
0.77,0.2,2.556
0.21,0.49,1.9327
0.61,0.22,2.3139
0.76,0.44,3.3109
0.51,0.62,3.1058
0.85,0.87,5.557
0.72,0.5,3.3476
0.44,0.85,3.6462
0.67,0.77,4.2012
0.71,0.56,3.5572
0.21,0.9,3.0121
0.18,0.35,1.6655
0.29,0.86,3.1048
0.86,0.27,3.0919
0.65,0.43,3.0481
0.62,0.26,2.3872
0.62,0.07,1.947
0.28,1,3.5673
0.53,0.55,3.0543
0.77,0.47,3.4459
0.77,0.23,2.6969
0.7,0.38,2.9725
0.56,0.72,3.592
0.08,0.11,1.2719
0.98,0.42,4.0655
0.6,0.66,3.551
0.3,0.42,2.0668
1,0.59,4.8295
0.14,0.9,2.8445
0.27,0.66,2.5072
0.27,0.68,2.6117
0.25,0.02,1.3502
0.11,0.27,1.4671
0.84,0.85,5.382
0.64,0.22,2.3749
0.13,0.53,1.9549
0.97,0.26,3.4006
0.84,0.82,5.1911
0.11,0.56,1.839
0.61,0.88,4.3837
0.68,0.2,2.4163
0.02,0.94,2.6323
0.39,0.67,2.8869
0.74,0.54,3.5818
0.39,0.05,1.4645
0.03,0.9,2.5533
0.56,0.64,3.3736
0.16,0.1,1.2162
0.49,0.27,1.9875
0.26,0.92,3.2365
0.99,0.05,2.8481
0.98,0.24,3.3772
0.34,0.16,1.5607
0.18,0.18,1.4508
0.83,0.99,6.0582
0.46,0.78,3.4427
0.93,0.99,6.8009
0.96,0.47,4.1097
0.81,0.17,2.6439
0.47,0.99,4.2726
0.87,0.36,3.4797
0.33,0.82,3.162
0.6,0.44,2.8174
0.7,0.59,3.5899
0.48,0.92,4.0658
0.6,0.25,2.29
0.79,1,5.9844
0.79,0.18,2.5501
0.43,0.58,2.7517
0.38,0.48,2.4429
0.05,0.4,1.5506
0.14,0.53,1.9179
0.97,0.06,2.7829
0.43,0.76,3.3425
0.43,0.69,3.0842
0.76,0.66,4.0977
0.71,0.17,2.4075
0.92,0.56,4.3413
0.1,0.55,1.8857
0.68,0.05,2.0651
0.82,0.4,3.4216
0.22,0.43,1.9026
0.27,0.83,2.9489
0.39,0.84,3.4359
0.81,0.14,2.6018
0.59,0.07,1.9236
0.73,0.99,5.5763
0.99,0.35,3.8208
0.93,0.86,6.024
0.62,0.32,2.4963
0.03,0,1.1363
0.84,0.65,4.4617
0.03,0.35,1.4919
0.52,0.18,1.9753
0.84,0.76,5.0033
0.86,0.18,2.8999
0.27,0.58,2.34
0.2,0.24,1.523
0.09,0.33,1.5712
0.85,0.42,3.5112
0.56,0.91,4.3404
0.25,0.36,1.9959
0.31,0.71,2.7649
0.12,0.89,2.7351
0.09,0.34,1.4368
0.86,0.97,6.22
0.82,0.24,2.9228
0.11,0.9,2.7939
0.89,0.63,4.5726
0.06,0.98,2.7089
0.98,0.5,4.5263
0.12,0.48,1.8393
0.99,0.4,4.0694
0.74,0.85,4.8891
0.75,0.9,5.1688
0.48,0.13,1.9181
0.93,0.55,4.4425
0.01,0.77,2.1971
0.19,0.74,2.5705
0.59,0.12,1.9968
0.16,0.59,2.0812
0.26,0.37,1.9402
0.07,0.11,1.1702
0.43,0.96,3.9894
0.38,0.73,2.9994
0.6,0.8,4.0773
0.68,0.8,4.4378
0.02,0.33,1.3883
0.65,0.91,4.8007
0.69,0.02,2.1221
0.91,0.71,5.0644
0.78,0.29,2.981
0.57,0.62,3.2347
0.21,0.83,2.8055
0.2,0.37,1.7615
0.35,0.86,3.2427
0.59,0.92,4.5178
0.85,0.55,4.0367
0.17,0.42,1.7529
0.27,0.81,2.9776
0.74,0.96,5.4585
0.06,0.42,1.6824
0.65,0.66,3.6842
0.6,0.6,3.3824
0.59,0.11,2.0065
0.25,0.89,3.142
0.69,0.27,2.4563
0.03,0.62,1.981
0.3,0.92,3.3571
0.17,0.27,1.6151
0.36,0.55,2.4723
0.86,0.6,4.3875
0.6,0.4,2.6544
0.86,0.35,3.3311
0.32,0.79,3.1119
0.92,0.44,3.8682
0.27,0.14,1.4453
0.73,0.96,5.4701
0.49,0.7,3.3747
0.99,0.01,2.6697
0.78,0.17,2.5328
0.3,0.4,2.0302
0.88,0.16,2.8508
0.81,0.13,2.5818
0.43,0.72,3.193
0.78,0.11,2.5107
0.83,0.82,5.1204
0.51,0.82,3.7673
0.29,0.84,3.1071
0.72,0.76,4.3508
0.42,0.36,2.2276
0.96,0.05,2.8307
0.48,0.18,1.9364
0.96,0.1,2.8662
0.33,0.41,2.0865
0.36,0.03,1.4899
0.47,0.05,1.6498
0.55,0.26,2.2728
0.37,0.92,3.6337
0.92,0.66,4.8649
0.69,0.15,2.2267
0.55,0.94,4.4099
0.34,0.5,2.397
0.29,0.05,1.3266
0.98,0.21,3.3114
0.95,0.39,3.7805
0.94,0.25,3.2161
0.3,0.28,1.7632
0.22,0.18,1.3531
0.01,0.69,1.9324
0.84,0.46,3.6297
0.63,0.89,4.4866
0.37,0.49,2.4195
0.37,0.25,1.879
0.29,0.76,2.7966
0.35,0.89,3.5179
0.54,0.05,1.8566
0.24,0.2,1.4542
0.27,0.94,3.4332
0.04,0.67,2.003
0.31,0.62,2.4658
0.18,0.86,2.7683
0.35,0.54,2.3543
0.65,0.76,4.009
0.49,0.28,2.1074
0.98,0.84,6.2115
0.67,0.13,2.1958
0.85,0.01,2.3812
0.28,0.51,2.2786
0.31,0.65,2.6192
0.11,0.69,2.2983
0.61,0.45,2.9485
0.6,0.96,4.9134
0.85,0,2.3631
0.62,0,1.9101
0.9,0.97,6.4773
0.1,0.08,1.1782
0.8,0.11,2.541
0.05,0.74,2.2364
0.81,0.83,5.1698
0.33,0.45,2.1646
0.02,0.76,2.1271
0.38,0.42,2.1957
0.16,0.49,1.9083
0.14,0.68,2.3163
0.42,0.61,2.8287
0.78,0.18,2.6627
0.38,0.52,2.493
0.55,0.51,2.8914
0.29,0.61,2.5305
0.8,0.28,3.0739
0.58,0.6,3.2974
0.99,0.73,5.5193
0.63,0.3,2.5323
1,0.52,4.5751
0.88,0.88,5.902
0.77,0.83,5.0136
0.73,0.4,3.1364
0.82,0.01,2.212
0.69,0.64,3.7139
0.9,0.56,4.3573
0.73,0.52,3.524
0.34,0.39,2.0931
0.84,0.93,5.934
0.79,0.62,4.1345
0.44,0.56,2.6873
0.29,0.2,1.7039
0.96,0.74,5.3901
0.97,0.98,6.992
0.6,0.36,2.6094
0.36,0.48,2.3482
0.2,0.44,1.888
0.07,0.81,2.314
0.43,0.73,3.2631
0.37,0.85,3.4021
0.73,0.01,2.1223
0.94,0.04,2.6714
0.45,0.55,2.718
0.03,0.64,1.9529
0.45,0.96,4.0714
0.96,0.42,3.9942
0.24,0.17,1.5142
0.51,0.84,3.8283
0.75,0.19,2.5613
0.11,0.79,2.4445
0.42,0.92,3.7628
0.85,0.07,2.4447
0.58,0.9,4.5009
0.46,1,4.2375
0.81,0.09,2.4045
0.67,0.57,3.389
0.87,0.95,6.2346
0.5,0.37,2.3873
0.03,0.86,2.4192
0.77,0.63,3.9811
0.51,0.45,2.6186
0.52,0.33,2.2943
0.72,0,2.0198
0.1,0.92,2.8087
0.1,0.89,2.6957
0.49,0.62,3.1105
0.22,0.29,1.7425
0.91,0.66,4.7958
0.28,0.94,3.3433
0.57,0.13,2.0258
0.37,0.03,1.4194
0.93,0.59,4.4959
0.94,0.82,5.8685
0.39,0.11,1.6153
0.3,0.78,3.0136
0.46,0.72,3.2544
0.38,0.59,2.6614
0.03,0.31,1.3379
0.87,0.69,4.7435
0.48,0.36,2.3664
0.61,0.35,2.6075
0.49,0.85,3.8771
0.78,0.97,5.7379
0.78,0,2.133
0.99,0.6,4.9024
0.77,0.46,3.477
0.43,0.31,2.1427
0.24,0.24,1.5112
0.32,0.86,3.2105
0.52,0.41,2.4874
0.32,0.58,2.4827
0.04,0.62,1.915
0.72,0.72,4.2551
0.87,0.62,4.4049
0.81,0.79,4.9784
0.65,0.13,2.2861
0.26,0.96,3.3979
0.43,0.01,1.489
0.26,0.95,3.3931
0.4,0.16,1.7838
0.11,0.46,1.8258
0.8,0.23,2.7376
0.33,0.33,1.9545
0.2,0.98,3.3153
0.78,0.52,3.6532
0.21,0.18,1.5054
0.16,0.41,1.6913
0.12,0.95,2.913
0.4,0.69,2.9031
0.38,0.07,1.6089
0.24,0.25,1.6729
0.95,0.78,5.6381
0.99,0.8,6.0561
0.78,0.71,4.349
0.27,0.12,1.4117
0.7,0.92,5.1032
0.25,0.13,1.5472
0.85,0.48,3.8014
0.88,0.59,4.3169
0.59,0.02,1.7875
0.6,0.11,1.9895
0.79,0.98,5.8014
0.18,0.47,1.8555
0.55,0.99,4.7144
0.45,0.92,4.0053
0.91,0.44,3.7542
0.3,0.54,2.3205
0.04,0.77,2.1892
0.8,0.66,4.3741
0.13,0.71,2.3558
0.53,0.3,2.2363
0.13,0.76,2.4083
0.81,0.18,2.6862
0.69,0.28,2.6716
0.52,0.85,4.0261
0.46,0.53,2.7024
0.12,0.23,1.3363
0.48,0.75,3.4049
0.52,0.07,1.7583
0.01,0.28,1.3879
0.59,0.67,3.5274
0.93,0.49,4.1017
0.72,0.49,3.3592
0.49,0.92,4.13
0.89,0.9,6.0191
0.42,0.64,2.8787
0.62,0.96,4.8249
0.8,0.15,2.668
0.52,0.99,4.493
0.03,0.11,1.0874
0.61,0.53,3.1001
0.43,0.1,1.7001
0.47,0.52,2.6097
0.67,0.91,4.819
1,0.03,2.8629
0.01,0.44,1.6081
0.83,0.26,2.9298
0.32,0.07,1.4471
0.34,0.3,1.8838
0.68,0.08,2.0778
0.1,0.63,2.0754
0.98,0.83,6.0998
0.32,0.49,2.3215
0.39,0.52,2.5263
0.94,0.63,4.8654
0.61,0.41,2.9205
0.34,0.69,2.7976
0.64,0.47,2.9814
0.07,0.89,2.6151
0.55,0.38,2.547
0.76,0.55,3.7473
0.23,0.95,3.2273
0.28,0.61,2.3586
0.1,0.11,1.309
0.03,0.46,1.5931
0.77,0.41,3.1798
0.83,0.65,4.3962
0.88,0.46,3.6565
0.33,0.39,2.1797
0.76,0.73,4.4318
0.04,0.44,1.5713
0.24,0.82,2.9549
0.44,0.6,2.8041
0.17,0.84,2.8823
0.38,0.89,3.5465
0.34,0.05,1.496
0.46,0.54,2.7033
0.3,0.14,1.6395
0.51,0.05,1.7737
0.3,0.26,1.721
0.17,0.58,2.1718
0.61,0.75,3.9514
0.76,0.89,5.2093
0.18,0.36,1.6573
0.98,0.49,4.2287
0.38,0.9,3.5914
0.6,0.69,3.698
0.88,0.98,6.4931
0.39,0.6,2.7663
0.77,0.61,3.989
0.23,0.43,1.9005
0.92,0.08,2.6536
0.19,0.87,2.8239
0.2,0.5,1.9705
0.97,0.12,2.8987
0.03,0.05,1.0515
0.81,0.37,3.2245
0.85,0.04,2.4894
0.85,0.15,2.6879
0.42,0.95,3.938
0.25,0.55,2.2702
0.64,0.17,2.1448
0.94,0.86,6.04
0.37,0.15,1.7262
0.33,0.91,3.3964
0.45,0.72,3.3036
0.52,0.71,3.4773
0.88,0.19,2.9128
0.72,0.01,2.0567
0.48,0.7,3.3283
0.22,0.36,1.8282
0.83,0.71,4.674
0.52,0.2,2.0008
0.5,0.45,2.5836
0.61,0.23,2.2741
0.23,0.65,2.3853
0.25,0.64,2.5187
0.06,0.28,1.4506
0.59,0.27,2.3672
0.64,0.82,4.2894
0.39,0.21,1.8677
0.7,0.28,2.6768
0.81,0.75,4.7833
0.91,0.47,3.9705
0.87,0.74,4.9979
0.41,0.36,2.2537
0.95,0.94,6.6364
0.4,0.33,2.0217
0.91,0.77,5.3451
0.35,0.11,1.6082
0.9,0.89,5.9427
0.14,0.69,2.1822
0.33,0.61,2.4675
0.09,0.66,2.0665
0.08,0.15,1.2918
0.52,0.78,3.596
0.26,0.75,2.7471
0.99,0.34,3.6485
0.34,0.72,2.8857
0.2,0.32,1.6553
0.05,0.44,1.6651
0.53,0.03,1.7398
0.62,0.87,4.3131
0.62,0.46,2.9852
0.52,0.19,2.0829
0.72,0.52,3.3677
0.1,0.06,1.2321
0.24,0.59,2.3137
0.34,0.76,2.9862
0.6,0.86,4.2242
0.45,0.2,1.9844
0.38,0.84,3.3936
0.43,0.44,2.6097
0.58,0.19,2.0923
0.49,0.65,3.1575
0.05,0.06,1.1061
0.9,0.36,3.5749
0.94,0.9,6.2408
0.12,0.7,2.3298
0.34,0.61,2.54
0.12,0.09,1.1991
0.82,0.02,2.3482
0.67,0.81,4.3802
0.95,0.02,2.5833
0.6,0.18,2.1811
0.3,1,3.6073
0.45,0.88,3.7399
0.85,0.68,4.5637
0.85,0.54,4.0741
0.09,0.42,1.6567
0.34,0.93,3.5873
0.27,0.96,3.3526
0.24,0.76,2.7787
0.36,0.2,1.8656
0.52,0.82,3.8866
0.63,0.8,4.1832
0.13,0.18,1.3851
0.22,0.07,1.3592
0.69,0.92,5.0533
0.18,0.3,1.6797
0.8,0.09,2.4853
0.22,0.28,1.6627
0.23,0.23,1.591
0.71,0.23,2.574
0.18,0.27,1.6973
0.49,0.43,2.5283
0.86,0.14,2.7396
0.09,0.98,2.9167
0.68,0.97,5.2333
0,0.94,2.5918
0.21,0.87,2.9471
0.95,0.67,5.0171
1,0.14,3.0578
0.44,0.49,2.469
0.93,0.78,5.6207
0.45,0.15,1.8913
0.37,0.89,3.4327
0.79,0.19,2.6898
0.24,0.88,3.0234
0.97,0.47,4.2735
0.99,0.77,5.8638
0.14,0.02,1.1618
0.34,0.57,2.5387
0.02,0.71,2.1244
0,0.55,1.6875
0.1,0.44,1.7653
0.52,0.01,1.6308
0.5,0.3,2.2835
0.66,0.11,2.2793
0.68,0.58,3.4797
0.54,0.95,4.4882
0.05,0.23,1.3097
0.08,0.07,1.134
0.09,0.1,1.0954
0.98,0.15,3.1008
0.57,0.85,4.2057
0.59,0.3,2.4496
0.56,0.12,1.9789
0.3,0.5,2.1729
0.91,0.11,2.6507
0.04,0.01,1.1048
0.12,0.18,1.3396
0.78,0.09,2.4527
0.17,0.17,1.4366
0.16,0.21,1.3934
0.26,0.15,1.5641
0.73,0.98,5.5148
0.45,0.71,3.0349
0.72,0.42,3.0819
0.58,0.17,2.1328
0.88,0.36,3.3787
0.06,0.3,1.3355
0.31,0.59,2.3374
0.31,0.85,3.184
0.68,0.92,5.0059
